,date,username,user_location,tweet,num_of_like,num_of_retweet,num_of_followers,num_of_reply
125,2023-04-26 13:47:26+00:00,Tigerlil2,"Co.Cork,Ireland","@WendyMurray29 @climate_fact @iancollinsuk @TalkTV there an old Irish word for the period between the 15th of March to the 15th of May called the ""Scaraveen"" It means a month of rough weather and very changeable, early plants showing above the ground will get burned, but #ClimateCommunist says it changes, #ClimateScam",1,2,3474,0
126,2023-04-26 13:35:05+00:00,cdegroup,Northern Ireland,"Despite the typical Northern Irish weather, some of our team managed to still have a brilliant time at the Cookstown 100 over the weekend. We were delighted to be the main sponsors of the event!

#EngineeredForMore #Sponsorship #Community #Cookstown100 https://t.co/BAQmwb3MCI",2,0,2442,0
127,2023-04-26 13:06:15+00:00,OriginalUde,Afterlife,That Irish weather be catfishing,1,0,36,0
128,2023-04-26 12:58:59+00:00,MetaJaunNews,,"Spain weather 'extreme heat' warning for Irish holidaymakers due to 40C African plume
https://t.co/MGvIRnyTEM",0,0,825,0
129,2023-04-26 11:02:35+00:00,midweekmusic,,"Now on #MMM @dublincityfm 1. My Heart Is Broken ( 2023 REMIX ) ( 4.49 ) - Legends Of Tomorrow CD The Weather At World's End 1997 - 2022 
IRISH ARTIST                  -            2023 COMPILATION RELEASE On air until 1PM https://t.co/7bkhUGj552",1,0,922,0
130,2023-04-26 10:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
131,2023-04-26 09:07:12+00:00,hunterlegend_69,🇮🇪,"Why does the Irish weather choose to be really warm on a random April day, it was literally frosty yesterday and cold this morning, I’m wearing a coat and dying, Irish weather sucks",0,0,28,0
132,2023-04-26 08:35:29+00:00,Bowman11Elliott,,@annlizkelly @KintyreForum @VisitCauseway @deric_tv @DiscoverNI @LoveBallymena @WeatherCee @angie_weather @WeatherAisling @barrabest @Ailser99 @antonirish Great picture. Yea we seen Irish coast clear from islay yesterday aswell.,4,0,76,1
133,2023-04-26 07:58:01+00:00,Koci71,Ireland,Actual representation of Irish weather 🤣🤣 https://t.co/rT0q8SDZjp,2,0,125,0
134,2023-04-26 07:51:04+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/7g3G9wtVvo",0,1,935,0
135,2023-04-26 05:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Fine, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
136,2023-04-26 04:55:25+00:00,Steptoesyard,Northeast England,On course for 100+ lead by lunch tomorrow as long as weather plays ball. 5 sessions left be pressure on the Irish,0,0,3000,1
137,2023-04-26 04:47:24+00:00,greeleywoman101,Greeley Colorado,Lol on the lobster joke and speaking of walking I'm waiting for this crazy weather to become warmer!  Ha... On the Irish offspring comment,0,0,170,1
138,2023-04-25 21:19:22+00:00,AdornoPerdigio,"Termini Imerese, Sicilia","@johnamonaco Savannah, GA. Very old, cohesive Cath Irish community, beautiful cathedral and 2 excellent brother-sister Catholic schools. Breathtaking architecture, beaches, coastal waters for boating and fantastic weather. Overall traditional community.",2,0,179,0
139,2023-04-25 19:51:35+00:00,Kimfox1Fox,,@jonjacksonpt One tip tho come prepared Irish weather is a bit mismatched at times hahaha,0,0,121,1
140,2023-04-25 19:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Fine weather
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
141,2023-04-25 17:42:47+00:00,happyhikecoach,Apart from the herd,"""Full Irish"" breakfasts along the #KerryWay in Ireland. Lucky to have had great weather.  A warm welcome everywhere.  In 9 days, I walked over 220kms with around 6000m of ascent &amp; descent, fuelled by these breakfasts plus Guinness at the end of each hike. Longest day,  33km. https://t.co/6RC3yrFqCc",1,0,86,0
142,2023-04-25 17:06:00+00:00,OrlaClancy,Ireland,"When the weather is clear, you can see for miles. When you come to Ireland and experience  Irish weather, you'll see how special this is. Follow the link to see more #originalIrishart #Irishartforsale #buyIrishart https://t.co/XxbOWyq4O1",3,0,1860,0
143,2023-04-25 16:52:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/HZzEAdBNpG",0,1,935,0
144,2023-04-25 16:20:11+00:00,youyoumi21,Ireland,Can you imagine what's the Irish weather is in April,1,0,221,0
145,2023-04-25 16:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Fine, becoming less settled
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
146,2023-04-25 15:44:02+00:00,AndyEA22,East of England,"@Ryder56004614 @Conservatives Plenty in my local supermarket and “Irish retailers have expressed concern about a shortage in availability of certain fruit and vegetables with salad items such as tomatoes, peppers and cucumbers proving to be harder to source because of poor weather conditions in Europe”",4,0,711,0
147,2023-04-25 15:41:29+00:00,julie_peyton,"Portland, OR","Can’t do anything less than express profound gratitude for the perfect weather today &amp; the lovely fell-walkers we met. From the top of Helvellyn we could see north to the Irish Sea, south to Morecambe Bay, east to the Pennines, &amp; finally to the towering western fells. https://t.co/qeDanbksE3",2,0,174,0
148,2023-04-25 15:15:05+00:00,irish_writing,Ireland,"Salad season? Though the weather is pretty terrible, Irish-grown tomatoes are already available @ArdkeenQFS #Waterford  who have beautiful @grantstowntoms tomatoes on their shelves. We can even smell them through twitter! 💕💕 https://t.co/m9aX7B3ksS",17,5,2505,1
149,2023-04-25 13:58:58+00:00,pm_burns,Counties Armagh/Down/Oxon,"Rescued historical weather records improve understanding of 1903 Storm #Ulysses, one of the strongest wind events to hit Irish and British Isles

https://t.co/qQZCWPvyG0",1,0,604,0
150,2023-04-25 12:50:28+00:00,ratoathcollege,"Jamestown, Ratoath, Co. Meath",On Friday our Irish and Italian Exchange students enjoyed a lovely day in Glendalough and then a scary tour of Wicklow Gaol! And we were also blessed with the weather! @langsconnect_ie https://t.co/xr12H47mmJ,7,1,2001,1
151,2023-04-25 10:29:50+00:00,Chrisnz125,Caerdydd,"Anyone in the Irish Republic, Netherlands or France wish to comment, and add photos.......just so we know it is Brexit not the weather",1,0,368,0
152,2023-04-25 10:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
153,2023-04-25 09:01:53+00:00,gaeltwice,"Gorey, Ireland / Guaire, Éire ",@GrumpyOldLab @Suewilson91 @c_plumpton De Valera liked to publicly declare Irish neutrality but secretly allowed American aircraft to cross Irish air space and gave the Allies vital weather information in the run up to D-Day.,0,0,5767,0
154,2023-04-25 07:23:51+00:00,ahjaysuschrist,"Udon Thani Province, Thailand","@deekay2906 @weeevee I'd doing anything for a few typically Irish/Scottish days of weather, honestly. 41 one degrees and this fell decided to sit himself on top of me! https://t.co/08OrEKQd2R",1,0,177,1
155,2023-04-25 05:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
156,2023-04-25 03:15:28+00:00,JoeBuonfiglio,I'm here.  You're late!,"85° two days ago; going into the upper 30s tonight. The weather this spring is a roller coaster around here. 

Even so, I've gotta admit that sittin' by the fire in late April with a good cigar and an Irish whiskey was a nice way to ride the coaster though. https://t.co/yLQNcgnFU5",5,1,9988,0
157,2023-04-25 02:06:03+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/XvXuixtvgY",0,0,935,0
158,2023-04-25 00:58:54+00:00,OHA_RaidersBSB,"West Point, MS","🚨RAIDERS WIN🚨

The Raiders take Game 1 of the series from the Fighting Irish! The guys faced adversity and came out on top!

Next Up: SENIOR NIGHT at Home against St. Joe on Thursday. Weather pending. Recognition at 4:40. First pitch at 5:00. 

#RaiderBSB #HumbleAndHungry https://t.co/3Vao4AMKTk",4,3,233,0
159,2023-04-24 22:22:25+00:00,CaptainSolo1138,,"@Nikki_Irish The weather was so shitty here over the weekend (thunder snow storm!) that it’s hard to get motivated. Supposed to hit 60 over the weekend, so I WILL ride!",1,0,151,1
160,2023-04-24 21:48:51+00:00,CaptainSolo1138,,"Just got this in the mail! Finally getting to bike weather in Chicagoland. Did you get yours, @Nikki_Irish ? https://t.co/PptlggUb46",4,0,151,1
161,2023-04-24 21:03:10+00:00,gaelicgales,"Dublin City, Ireland","@PhilipMasterso2 @CarlowWeather Looks like Carlow just got the ultimate ice cube delivery! 😂 If you're up for more weather shenanigans with a dash of wit, slide over to my Twitter profile @gaelicgales 🐧. I've got daily forecasts, and all the meteorological madness you could ask for! #irishweather",0,0,10,0
162,2023-04-24 20:30:44+00:00,DermotKearney3,NE England,@niall6002 @JVMonte2 Hey! That's it! Sadly Nanci Griffith pulled out at the last minute. I would have loved to have seen her. It was a great festival. The weather was glorious and I got sun burn (unusual for Irish summers).,0,0,8106,1
163,2023-04-24 19:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","19:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
164,2023-04-24 19:06:09+00:00,Seantoir,"Kildare, Ireland","@danobrien20 Ireland urgently needs to concentrate on developing indigenous enterprise and seriously ease back on attracting fair weather FDI. We need more Irish businesses, producing as wide a range as possible of sustainable goods and services. Self-reliance is the key to a healthy economy.",1,0,64,0
165,2023-04-24 18:45:00+00:00,IrishMirror,Dublin,"A spate of cold weather in Spain is having an impact on pepper supply and it could have affected at least one Irish store
https://t.co/KtpGrATiWs",0,0,51568,1
166,2023-04-24 17:45:59+00:00,swede_irish,Virgo Supercluster,Even my weather app is mocking ⁦@TuckerCarlson⁩ https://t.co/mftU9pve0I,0,0,386,0
167,2023-04-24 17:40:00+00:00,DublinLive,"Dublin City, Ireland","Irish tourists are jetting off to warmer climates as summer approaches so here's what to expect weather wise in some of the most popular places visited abroad

https://t.co/gTBJKqPmry",1,1,32751,0
168,2023-04-24 16:52:44+00:00,jpride,"Broomfield, CO","@MichLovesMoney @LittWithBritt when I moved here, from Boston of all places, my family thought I'd need a zamboni to get around. They thought it was the tundra. I'm like, ""I've gotten sunburns pretty much every month of the year because a) Irish and b) Denver weather.""",1,0,448,0
169,2023-04-24 16:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","16:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
170,2023-04-24 15:09:25+00:00,RealKaiser_Soze,Everywhere and Nowhere,"@carmel_prescott Welsh Weather, Scottish Weather and Irish Weather is like the British Weather.

It's enough to make a Prince Sweat Profusely.",0,0,241,0
171,2023-04-24 14:18:25+00:00,MetaJaunNews,,"Holiday weather forecast for top resorts as Irish tourists head abroad
https://t.co/4yxenClCNt",0,0,825,0
172,2023-04-24 14:05:34+00:00,MikeRacksSweaty,"London, United Kingdom","Weather's crap
So just a nice simple bowl of Irish Stew w/ @EnconaOfficial hot pepper sauce 🥵🌶🤟 https://t.co/PFke8WPSpe",1,0,1149,0
173,2023-04-24 12:59:53+00:00,BleachersBobby,,@960Sportsbeat That’s a lot of people with the weather.  Go Irish 🍀,1,0,46,0
174,2023-04-24 12:49:54+00:00,ColmColgan,"Dundalk , Ireland.","It may not quite be Irish weather, but can you imagine how fabulous this wheelchair accessible space would be on Irish beaches. Access matting from Bailieboro Supplies. 
https://t.co/fw7wTqMpaY https://t.co/bUaCP975wW",4,1,1204,0
175,2023-04-24 12:07:43+00:00,reckIessperrie,she/her | 17,@madisonbeer hey gal what time r u on gma at im irish looking at new york weather i don’t need to know this x,2,0,2582,1
176,2023-04-24 11:46:28+00:00,RobCareyElwood,Ireland,"@corncommunist We don't need tans telling us weather or not we're full, and what the fuck an Irish city is.",3,0,134,0
177,2023-04-24 11:38:29+00:00,LawlorBurns,"Limerick, Waterford & Dublin","@MetEireann have published a series of reports to inform Irish builders of extreme weather conditions that structures may endure based on weather and climate trends, and where in the country the building is located. #IrishConstruction

Read More: https://t.co/pNnEiQhY1j https://t.co/obFLaClMkv",0,0,1680,0
178,2023-04-24 11:25:44+00:00,twuntish,Embedded,"@gaeltwice @GlenIrvine1 Nice swerve but it doesn't wash. Your original claim was that bad weather had had no impact on food supply in Ireland (the same weather that affected supplies in England, NL, etc). The Irish Examiner (and others) say it did. Either you're lying or they are. Which is it?",0,0,310,2
179,2023-04-24 11:16:20+00:00,Derminhio,,"@HammondGaynor Morning Gaynor!
Bad Irish weather is not dampening my spirits today! 😂",1,0,5068,1
180,2023-04-24 10:53:02+00:00,eVisitorGuide,"CHI, MKE, STL & Nashville","Make @LizziesIrishPub part of your #Chicago plans! Cozy #Irish #pub with great food, plenty of #drink and awesome river-side warm-weather patio. Near @TheMagMile &amp; @NavyPier. https://t.co/jIED5gQOof #Chicago #travel #navypier #magmile #sightseeing #dining #nightlife #guinness https://t.co/9uT3Dgx60t",0,0,935,0
181,2023-04-24 10:38:20+00:00,goldsareen,,@MarcD_Weegem Irish rainy weather shud be part of lego https://t.co/LdhbyuV0nE,0,0,14,0
182,2023-04-24 10:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","10:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
183,2023-04-24 08:30:41+00:00,Irish_onSunrise,Namibia Windhoek ,"This weather requires 442 formation in bed.
4 legs
4 hands
2 heads",2,0,107,0
184,2023-04-24 06:04:07+00:00,sopelza,"Gort  Co. Galway, EIRE-IRL",@aigne_aighne Surely not cheap...  Don t worry about  the weather... No rain no beer   . Worry about quality of Irish roads and a good sat nav... Avoid tourist traps.. . Combine.heritage and nature and fun ... Show you know something about homeland.. don t do like Mr Biden...,0,0,745,1
185,2023-04-24 05:29:32+00:00,SileNicChormaic,,"@John_o_con Yes, I think it’s very Irish weather here!",1,0,2715,1
186,2023-04-24 05:15:05+00:00,dunleerweather,"Dunleer, Co. Louth, Ireland","05:59 IST: Forecast for the next 12 hours: Settled fine
#Weather #Ireland #Louth #IrishWeather @MetEireann",0,0,98,0
187,2023-04-24 05:07:59+00:00,montiwotutee,,"This is the same weather we had in Taipei (WE?!? Taiwanese ka?!) when I met this Irish lad over lunch and just sat at Rongxing Garden while people-watching. Super chill and windy.

Gahd I miss Taipei 😭🥹",5,0,141,2
188,2023-04-24 03:36:08+00:00,MatthewVoisard,,"@EHansenND Attended games on Friday and Sunday, those UVA kids were probably thrilled to get back home after the Irish roughed them up. Brutal weather too",0,0,30,0
189,2023-04-24 02:22:50+00:00,BlakeLarsonGolf,"Wisconsin, USA",Spring golf weather is so unpredictable!  2 day event turned into a  1 day event at the Irish course!  Really Happy with my round!  My team placed second! https://t.co/XvNwD1FQDV,2,0,5,0
